"Gene","cm_2_1","cm_2_2","cm_2_3","cm_3_1","cm_3_2","cm_3_3","cm_4_1","cm_4_2","cm_4_3","cm_5_1","cm_5_2","cm_5_3"
"ENSG00000004846",0,0,0.642041084800792,0,0,0,0,0,1.92612325440238,0,0,0
"ENSG00000004848",0,0,0,0,0,1.10668191970032,0,0,0,0,0,0
"ENSG00000004864",0.401638489725927,0.565628588377072,0.642041084800792,0,0,2.21336383940064,0,0,0,0,0,0
"ENSG00000004866",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000004897",0,0.565628588377072,1.28408216960158,0,1.1288128612956,0,0,0,0,0,0,0
"ENSG00000004939",0.401638489725927,0,0,0,0,0,0,0,1.92612325440238,0,0,0
"ENSG00000004948",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000004961",0,0.565628588377072,0,0,0,0,0,0,0,0,0,0
"ENSG00000004975",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005001",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005007",0.803276979451855,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005020",0,0,0,0,0.564406430647798,0,0,0,0,0,0,0
"ENSG00000005022",2.40983093835556,2.82814294188536,5.13632867840634,4.37350986867753,0,3.32004575910097,4.60235631748463,6.19336035812447,0,0,0,0
"ENSG00000005059",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005073",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005075",4.01638489725927,0.565628588377072,5.13632867840634,0.728918311446255,0,1.10668191970032,0,0,0,0,0,0
"ENSG00000005100",2.40983093835556,0.565628588377072,1.28408216960158,0.728918311446255,2.25762572259119,1.10668191970032,2.30117815874232,0,0,4.71861175449575,2.87166713960914,64.3893325745473
"ENSG00000005102",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005108",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005156",3.61474640753335,2.26251435350829,1.28408216960158,8.74701973735506,2.25762572259119,5.53340959850161,0,6.19336035812447,5.77836976320713,7.07791763174363,1.43583356980457,1.57047152620847
"ENSG00000005175",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005187",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005189",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005194",2.81146942808149,0,0,3.64459155723128,2.25762572259119,1.10668191970032,0,3.09668017906223,3.85224650880475,0,0,0
"ENSG00000005206",0,0,2.56816433920317,0.728918311446255,0,0,0,0,0,0,0,0
"ENSG00000005238",1.60655395890371,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005243",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005249",0,0,0,0,0,1.10668191970032,0,0,0,0,0,0
"ENSG00000005302",0,0.565628588377072,0,0,0,1.10668191970032,0,0,1.92612325440238,0,0,0
"ENSG00000005339",0,0,1.92612325440238,0,0,0,0,0,0,0,0,0
"ENSG00000005379",0.803276979451855,0,0,0,0,2.21336383940064,0,0,0,0,0,0
"ENSG00000005381",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005421",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005436",0,0,0,0,0,1.10668191970032,0,0,0,0,0.478611189934857,0
"ENSG00000005448",0,0,0.642041084800792,0.728918311446255,0.564406430647798,3.32004575910097,0,0,0,2.35930587724788,0.478611189934857,0
"ENSG00000005469",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005471",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005483",1.60655395890371,0,1.92612325440238,0,0.564406430647798,0,0,0,0,0,0,0
"ENSG00000005486",1.60655395890371,0.565628588377072,0,0,3.38643858388679,0,0,0,0,0,0,0
"ENSG00000005513",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005700",0.401638489725927,0.565628588377072,0.642041084800792,0,0.564406430647798,0,0,0,0,0,0,0
"ENSG00000005801",0.401638489725927,2.82814294188536,0,0,2.25762572259119,3.32004575910097,0,3.09668017906223,0,0,4.78611189934857,2.35570728931271
"ENSG00000005810",0,1.69688576513122,0,0,0.564406430647798,0,0,0,0,0,0.478611189934857,0
"ENSG00000005812",0,0.565628588377072,0,0,0,0,0,0,0,0,0,0
"ENSG00000005844",0,0,0,0,0.564406430647798,0,0,0,0,0,0,0.785235763104235
"ENSG00000005882",1.20491546917778,0,0,0,0,2.21336383940064,0,0,0,0,0,0
"ENSG00000005884",1.60655395890371,1.69688576513122,0,0.728918311446255,0,0,2.30117815874232,0,0,0,0.478611189934857,2.35570728931271
"ENSG00000005889",7.63113130479262,3.39377153026243,0,0,0.564406430647798,0,0,0,0,0,0,0
"ENSG00000005893",0.401638489725927,0.565628588377072,3.85224650880475,0.728918311446255,0.564406430647798,0,4.60235631748463,0,0,0,0.957222379869713,1.57047152620847
"ENSG00000005961",0,0,0,0,0.564406430647798,0,0,0,0,0,0,0
"ENSG00000005981",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006007",1.20491546917778,0.565628588377072,0,0.728918311446255,3.95084501453459,0,0,0,1.92612325440238,0,0.478611189934857,0
"ENSG00000006015",0.401638489725927,6.22191447214779,0,2.91567324578502,2.82203215323899,2.21336383940064,2.30117815874232,12.3867207162489,1.92612325440238,2.35930587724788,1.91444475973943,0
"ENSG00000006016",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006025",0,0,0,0,0,0,0,6.19336035812447,0,0,0,0
"ENSG00000006042",0.803276979451855,1.13125717675414,2.56816433920317,1.45783662289251,1.1288128612956,1.10668191970032,0,0,1.92612325440238,4.71861175449575,5.26472308928342,0.785235763104235
"ENSG00000006047",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006059",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006062",0,0,1.28408216960158,0,0,0,0,0,0,0,0,0
"ENSG00000006071",0,0,0,0,0,2.21336383940064,0,0,0,0,0,0
"ENSG00000006116",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006118",0,0,0,0,0,0,0,0,0,0,0.478611189934857,0
"ENSG00000006125",0.401638489725927,3.39377153026243,0.642041084800792,3.64459155723128,0.564406430647798,0,0,0,0,0,0,0
"ENSG00000006128",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006194",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006210",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006282",0,0,0,0,2.25762572259119,0,0,0,0,0,0,0
"ENSG00000006283",0,0,0,0,0,0,2.30117815874232,0,0,0,0,0
"ENSG00000006327",0,3.39377153026243,1.92612325440238,0,0,2.21336383940064,0,0,0,0,0,0
"ENSG00000006377",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006432",4.4180233869852,7.35317164890193,0.642041084800792,1.45783662289251,3.95084501453459,16.6002287955048,0,0,0,0,0.478611189934857,1.57047152620847
"ENSG00000006451",1.60655395890371,0,1.92612325440238,0,0,0,0,0,0,0,0,0
"ENSG00000006453",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006459",0.401638489725927,1.13125717675414,0,0,0,0,0,0,0,0,0,0
"ENSG00000006468",1.20491546917778,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006530",0,1.69688576513122,0,2.18675493433877,0.564406430647798,0,0,3.09668017906223,0,0,0.957222379869713,0.785235763104235
"ENSG00000006534",0,0.565628588377072,0,2.18675493433877,0,0,0,0,0,0,0.957222379869713,2.35570728931271
"ENSG00000006555",0,0,0,0,0,1.10668191970032,0,0,0,0,0,0
"ENSG00000006576",0.803276979451855,0,0,0.728918311446255,3.38643858388679,0,20.7106034286809,0,0,0,0,0
"ENSG00000006606",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006607",1.20491546917778,0,0,5.83134649157004,3.38643858388679,1.10668191970032,0,0,0,0,0,0
"ENSG00000006611",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006625",1.20491546917778,0.565628588377072,1.28408216960158,0,0.564406430647798,1.10668191970032,0,0,0,0,0,0
"ENSG00000006634",2.81146942808149,0,0.642041084800792,0,2.25762572259119,2.21336383940064,0,0,0,0,0,0
"ENSG00000006638",0.803276979451855,1.69688576513122,1.28408216960158,0.728918311446255,2.25762572259119,5.53340959850161,6.90353447622695,0,15.408986035219,7.07791763174363,9.57222379869713,10.2080649203551
"ENSG00000006652",0.803276979451855,0,0,0,0,0,0,0,0,0,0,0.785235763104235
"ENSG00000006659",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006695",0.401638489725927,0,0,0,0,0,0,0,0,1.17965293862394,0,0.785235763104235
"ENSG00000006704",0,2.82814294188536,0,4.37350986867753,0,0,0,0,0,0,0.478611189934857,0.785235763104235
"ENSG00000006712",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006715",4.01638489725927,0.565628588377072,0,0,1.1288128612956,0,0,0,0,1.17965293862394,1.91444475973943,0
"ENSG00000006740",0.803276979451855,0,0,0.728918311446255,0.564406430647798,0,2.30117815874232,0,0,0,0,0
"ENSG00000006744",0.803276979451855,0,0,0.728918311446255,0,0,0,0,0,0,0,0
"ENSG00000006747",0,0.565628588377072,0,2.18675493433877,0,0,0,0,0,0,0.478611189934857,0
"ENSG00000006756",0.401638489725927,1.69688576513122,0,0,0,0,0,0,0,0,0.478611189934857,0.785235763104235
"ENSG00000006757",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006788",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006831",0.401638489725927,0,0,0,1.69321929194339,0,0,0,0,0,0,0
"ENSG00000006837",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000007001",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000007038",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000007047",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000007062",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000007080",14.0573471404075,9.61568600241022,17.3351092896214,11.6626929831401,2.25762572259119,3.32004575910097,34.5176723811348,3.09668017906223,0,0,6.22194546915314,0
"ENSG00000007129",0,0,0,0,0,0,0,0,0,0,0,0
