"Gene","GeneName","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000000003","TSPAN6",0,NA,NA,NA,NA
"ENSG00000000005","TNMD",0,NA,NA,NA,NA
"ENSG00000000419","DPM1",0.154818670187436,-1.06291800539524e-07,0.0014426949252273,0.98234580409896,0.99811768108229
"ENSG00000000457","SCYL3",0,NA,NA,NA,NA
"ENSG00000000460","C1orf112",0,NA,NA,NA,NA
"ENSG00000000938","FGR",0,NA,NA,NA,NA
"ENSG00000000971","CFH",0,NA,NA,NA,NA
"ENSG00000001036","FUCA2",0,NA,NA,NA,NA
"ENSG00000001084","GCLC",1.87481217772137,4.05449509472559e-07,0.00144269504851524,0.104388028520429,0.99811768108229
"ENSG00000001167","NFYA",0.528443524934192,-3.36030124837722e-07,0.00144269500666394,0.429089918739607,0.99811768108229
"ENSG00000001460","STPG1",0,NA,NA,NA,NA
"ENSG00000001461","NIPAL3",0.162191322729348,-2.23435238266843e-07,0.00144269498359849,0.873466804567578,0.99811768108229
"ENSG00000001497","LAS1L",0.0623054557993894,-1.5035881460765e-07,0.00144269498189224,0.996456811206832,0.99811768108229
"ENSG00000001561","ENPP4",0,NA,NA,NA,NA
"ENSG00000001617","SEMA3F",0,NA,NA,NA,NA
"ENSG00000001626","CFTR",0,NA,NA,NA,NA
"ENSG00000001629","ANKIB1",0,NA,NA,NA,NA
"ENSG00000001630","CYP51A1",0,NA,NA,NA,NA
"ENSG00000001631","KRIT1",0,NA,NA,NA,NA
"ENSG00000002016","RAD52",0,NA,NA,NA,NA
"ENSG00000002330","BAD",2.60902433971902,4.49500815024928e-07,0.00144269496974353,NA,NA
"ENSG00000002549","LAP3",0.250881962380072,2.56289199376927e-07,0.00144269499794722,0.511720884061176,0.99811768108229
"ENSG00000002586","CD99",0.656091679859327,4.74854718280311e-07,0.00144269501467867,0.218057285445715,0.99811768108229
"ENSG00000002587","HS3ST1",0,NA,NA,NA,NA
"ENSG00000002726","AOC1",0,NA,NA,NA,NA
"ENSG00000002745","WNT16",0,NA,NA,NA,NA
