"Gene","X25L000337","X25L000338","X25L000340","X25L000341","X25L000342"
"ENSG00000000003",701.77972419211,776.586416957283,863.287829533126,1001.8713853704,765.181315075641
"ENSG00000000005",0,0,0,0,0.527711251776304
"ENSG00000000419",20.03688627568,44.7922951381274,18.0364028962287,24.0449132488896,24.8024288334863
"ENSG00000000457",15.6385453858966,5.59903689226592,13.1173839245299,24.0449132488896,7.38795752486826
"ENSG00000000460",54.2462043073289,22.3961475690637,33.613296306608,40.0748554148159,78.6289765146694
"ENSG00000000938",0,0,0,0,0
"ENSG00000000971",2.93222725985561,6.7188442707191,0.819836495283121,0,5.27711251776304
"ENSG00000001036",550.281315766237,534.148119522169,630.45426487272,601.122831222239,622.171565844263
"ENSG00000001084",22.9691135355356,30.7947029074626,32.7934598113248,56.1047975807423,32.1903863583546
"ENSG00000001167",50.825272504164,55.4304652334326,42.6314977547223,8.01497108296319,21.1084500710522
"ENSG00000001460",81.6136587326479,111.420834156092,104.119234900956,96.1796529955583,67.0193289755907
"ENSG00000001461",92.3651586854518,61.5894058149251,79.5241400424627,56.1047975807423,101.848271592827
"ENSG00000001497",515.09458864797,414.888633716905,555.029307306673,561.047975807423,560.429349386435
"ENSG00000001561",22.4804089922264,17.3570143660244,24.5950948584936,16.0299421659264,10.5542250355261
"ENSG00000001617",0.488704543309269,3.91932582458614,0,0,0
"ENSG00000001626",0,0,0,0,0
"ENSG00000001629",11.2402044961132,28.5550881505562,27.054604344343,32.0598843318528,18.4698938121707
"ENSG00000001630",42.5172952679064,30.7947029074626,29.5141138301924,16.0299421659264,53.8265476811831
"ENSG00000001631",52.780090677401,50.9512357196199,59.0282276603847,80.1497108296319,55.409681436512
"ENSG00000002016",15.1498408425873,9.51836271685206,4.09918247641561,8.01497108296319,18.997605063947
"ENSG00000002330",245.329680741253,235.719453164395,217.256671250027,232.434161405933,182.060381862825
"ENSG00000002549",433.480929915322,285.550881505562,340.232145542495,280.523987903712,433.250937708346
"ENSG00000002586",91.3877495988333,98.5430493038802,119.696128311336,56.1047975807423,109.763940369471
"ENSG00000002587",0,0,0.819836495283121,0,0
"ENSG00000002726",0,1.67971106767978,2.45950948584936,24.0449132488896,0
"ENSG00000002745",0,0,0,0,0
"ENSG00000002746",2.44352271654635,0.559903689226592,0,8.01497108296319,0
"ENSG00000002822",43.0059998112157,12.8777848522116,31.1537868207586,48.0898264977791,35.3566538690124
"ENSG00000002834",22.9691135355356,32.4744139751423,19.6760758867949,24.0449132488896,29.551830099473
"ENSG00000002919",95.2973859453075,63.2691168826049,72.9654480801978,72.1347397466687,69.6578852344722
"ENSG00000002933",0,0,0,0,0
"ENSG00000003056",143.190431189616,123.738715319077,138.552367702847,160.299421659264,192.614606898351
"ENSG00000003096",21.0142953622986,15.117399609118,32.7934598113248,24.0449132488896,24.8024288334863
"ENSG00000003137",0.977409086618538,0,0.819836495283121,0,4.22169001421044
"ENSG00000003147",27.8561589686283,17.9169180552509,14.7570569150962,40.0748554148159,20.5807388192759
"ENSG00000003249",92.8538632287611,129.897655900569,44.2711707452885,48.0898264977791,72.82415274513
"ENSG00000003393",69.8847496932255,67.7483463964176,67.2265926132159,88.1646819125951,37.9952101278939
"ENSG00000003400",15.6385453858966,6.7188442707191,17.2165664009455,8.01497108296319,6.86024627309196
"ENSG00000003402",42.5172952679064,58.7898873687922,60.667900650951,40.0748554148159,49.6048576669726
"ENSG00000003436",7.33056814963903,15.6773032983446,4.91901897169873,8.01497108296319,3.16626751065783
"ENSG00000003509",54.7349088506381,53.7507541657528,44.2711707452885,64.1197686637055,56.9928151918409
"ENSG00000003756",61.5767724569679,40.3130656243146,58.2083911651016,80.1497108296319,72.82415274513
"ENSG00000003987",1.46611362992781,3.91932582458614,0.819836495283121,0,0
"ENSG00000003989",5.86445451971123,31.3546065966892,0,0,4.74940126598674
"ENSG00000004059",1053.64699537478,1030.78269186616,1064.96760737277,1009.88635645336,845.39342534564
"ENSG00000004139",20.03688627568,12.317881162985,16.3967299056624,8.01497108296319,13.1927812944076
"ENSG00000004142",542.950747616598,477.597846910283,589.462440108564,649.212657720018,474.940126598674
"ENSG00000004399",8.30797723625757,17.3570143660244,8.19836495283121,0,4.74940126598674
"ENSG00000004455",1031.65529092587,904.244458100946,1146.95125690109,1162.17080702966,1143.55028259925
"ENSG00000004468",0.488704543309269,0,0,0,0
"ENSG00000004478",815.64788278317,869.530429368897,666.527070665177,689.287513134834,650.140262188407
"ENSG00000004487",61.5767724569679,63.8290205718315,81.9836495283121,48.0898264977791,63.8530614649328
"ENSG00000004534",113.86815859106,117.019871048358,106.578744386806,80.1497108296319,151.980840511576
"ENSG00000004660",25.9013407953913,22.3961475690637,18.0364028962287,24.0449132488896,11.6096475390787
"ENSG00000004700",126.085772173791,72.2275759102304,97.5605429386914,96.1796529955583,163.590488050654
"ENSG00000004766",17.5933635591337,15.6773032983446,22.1355853726443,16.0299421659264,20.5807388192759
"ENSG00000004776",0.977409086618538,2.79951844613296,0.819836495283121,0,0
"ENSG00000004777",6.84186360632977,35.8338361105019,25.4149313537768,32.0598843318528,14.2482037979602
"ENSG00000004779",444.721134411435,301.228184803907,508.298627075535,416.778496314086,439.583472729662
"ENSG00000004799",0.977409086618538,2.79951844613296,0.819836495283121,0,0
"ENSG00000004809",0,0,0,0,0
"ENSG00000004838",0,5.03913320303933,0,0,0
"ENSG00000004846",0.488704543309269,0.559903689226592,4.09918247641561,0,0.527711251776304
"ENSG00000004848",0,0,0,0,0
"ENSG00000004864",98.2296132051631,108.061412020732,115.59694583492,144.269479493337,143.009749231378
"ENSG00000004866",26.3900453387005,40.3130656243146,40.991824764156,24.0449132488896,34.3012313654598
"ENSG00000004897",128.040590347028,166.851299389524,131.993675740582,96.1796529955583,137.204925461839
"ENSG00000004939",0,0,1.63967299056624,0,2.11084500710522
"ENSG00000004948",0,5.59903689226592,0,0,0
"ENSG00000004961",153.45322659911,127.658041143663,177.904519476437,160.299421659264,159.89650928822
"ENSG00000004975",79.6588405594108,68.8681537748708,59.8480641556678,56.1047975807423,62.2699277096039
"ENSG00000005001",0,0,0,0,0
"ENSG00000005007",81.1249541893387,151.733899780406,81.9836495283121,64.1197686637055,53.8265476811831
"ENSG00000005020",80.1475451027201,63.8290205718315,56.5687181745353,8.01497108296319,44.8554564009859
"ENSG00000005022",874.781132523592,727.314892305343,796.881073415194,873.631848042988,1048.03454602774
"ENSG00000005059",59.6219542837308,40.3130656243146,70.5059385943484,72.1347397466687,72.2964414933537
"ENSG00000005073",14.6611362992781,11.1980737845318,9.01820144811433,24.0449132488896,8.97109128019718
"ENSG00000005075",504.343088695166,408.169789446186,583.723584641582,633.182715554092,444.332873995648
"ENSG00000005100",86.9894087090499,124.85852269753,82.8034860235952,48.0898264977791,94.9880253197348
"ENSG00000005102",0,0,0.819836495283121,0,0
"ENSG00000005108",0,2.79951844613296,0.819836495283121,0,0
"ENSG00000005156",58.6445451971123,62.1493095041517,68.8662656037822,88.1646819125951,83.3783777806561
"ENSG00000005175",214.05258996946,150.614092401953,182.003701952853,200.37427707408,275.465273427231
"ENSG00000005187",2.93222725985561,5.59903689226592,8.19836495283121,0,13.7204925461839
"ENSG00000005189",45.449522527762,36.9536434889551,23.7752583632105,40.0748554148159,46.9663014080911
"ENSG00000005194",944.665882216817,748.591232495954,1254.34983778318,1218.2756046104,870.195854179126
"ENSG00000005206",75.7492042129367,67.7483463964176,73.7852845754809,80.1497108296319,44.8554564009859
"ENSG00000005238",0.977409086618538,0,0,0,0.527711251776304
"ENSG00000005243",0,0,0,0,0
"ENSG00000005249",3.90963634647415,7.2787479599457,3.27934598113248,0,1.58313375532891
"ENSG00000005302",82.5910678192665,31.9145102859157,64.7670831273666,48.0898264977791,58.0482376953935
"ENSG00000005339",78.6814314727923,99.6628566823334,27.8744408396261,24.0449132488896,49.0771464151963
"ENSG00000005379",0,0,0,0,0
"ENSG00000005381",0,0,0,0,0
"ENSG00000005421",0,0,0,0,0
"ENSG00000005436",76.7266132995552,80.0662275594027,81.9836495283121,40.0748554148159,107.653095362366
"ENSG00000005448",161.272499292059,162.372069875712,216.436834754744,208.389248157043,193.670029401904
"ENSG00000005469",12.2176135827317,8.39855533839888,16.3967299056624,24.0449132488896,13.7204925461839
"ENSG00000005471",1.95481817323708,0,0.819836495283121,0,0.527711251776304
"ENSG00000005483",210.142953622986,178.049373174056,229.554218679274,160.299421659264,229.026683270916
"ENSG00000005486",118.266499480843,131.017463279023,157.408607094359,168.314392742227,149.342284252694
"ENSG00000005513",7.8192726929483,1.11980737845318,9.83803794339745,0,2.63855625888152
"ENSG00000005700",14.1724317559688,14.5574959198914,9.01820144811433,16.0299421659264,12.6650700426313
"ENSG00000005801",118.755204024152,108.061412020732,68.8662656037822,80.1497108296319,125.59527792276
"ENSG00000005810",88.944226882287,203.804942878479,141.83171368398,176.32936382519,135.094080454734
"ENSG00000005812",24.9239317087727,40.3130656243146,50.8298627075535,24.0449132488896,45.3831676527622
"ENSG00000005844",4.39834088978342,5.59903689226592,6.55869196226497,0,2.11084500710522
"ENSG00000005882",118.266499480843,81.7459386270824,140.192040693414,88.1646819125951,93.9326028161822
"ENSG00000005884",16.6159544725151,8.95845902762547,13.9372204198131,24.0449132488896,16.8867600568417
"ENSG00000005889",43.4947043545249,71.6676722210038,39.3521517735898,56.1047975807423,46.9663014080911
"ENSG00000005893",315.703134977788,226.201090447543,239.392256622671,232.434161405933,439.583472729662
"ENSG00000005961",0,1.11980737845318,7.37852845754809,0,4.22169001421044
"ENSG00000005981",0.488704543309269,0,0,0,0
"ENSG00000006007",186.685135544141,219.482246176824,173.805337000022,160.299421659264,186.809783128812
"ENSG00000006015",66.4638178900606,71.1077685317772,69.6861020990653,16.0299421659264,66.4916177238144
"ENSG00000006016",7.8192726929483,6.7188442707191,8.19836495283121,16.0299421659264,2.11084500710522
"ENSG00000006025",10.2627954094946,1.11980737845318,0,0,1.05542250355261
"ENSG00000006042",253.637657977511,177.48946948483,218.896344240593,224.419190322969,270.715872161244
"ENSG00000006047",0,0,0.819836495283121,0,0
"ENSG00000006059",0,0,0,0,0
"ENSG00000006062",2.44352271654635,17.3570143660244,4.91901897169873,0,1.58313375532891
"ENSG00000006071",14.1724317559688,9.51836271685206,15.5768934103793,8.01497108296319,6.33253502131565
"ENSG00000006116",0,0,0,0,0
"ENSG00000006118",42.5172952679064,40.3130656243146,44.2711707452885,56.1047975807423,40.1060551349991
"ENSG00000006125",300.064589591891,352.739324212753,285.303100358526,256.479074654822,403.171396357097
"ENSG00000006128",0.977409086618538,0,0,0,1.58313375532891
"ENSG00000006194",58.155840653803,68.3082500856442,68.8662656037822,120.224566244448,100.265137837498
"ENSG00000006210",0,1.67971106767978,1.63967299056624,0,1.05542250355261
"ENSG00000006282",47.4043407009991,57.1101763011124,25.4149313537768,24.0449132488896,22.1638725746048
"ENSG00000006283",0.488704543309269,0,0,0,1.58313375532891
"ENSG00000006327",45.9382270710713,40.8729693135412,49.1901897169873,72.1347397466687,52.7711251776304
"ENSG00000006377",24.9239317087727,30.7947029074626,13.9372204198131,0,31.134963854802
"ENSG00000006432",56.6897270238752,38.0734508674083,43.4513342500054,48.0898264977791,21.6361613228285
"ENSG00000006451",160.29509020544,135.496692792835,177.904519476437,184.344334908153,152.508551763352
"ENSG00000006453",16.1272499292059,29.1149918397828,22.9554218679274,24.0449132488896,31.6626751065783
"ENSG00000006459",19.0594771890615,14.5574959198914,29.5141138301924,32.0598843318528,18.997605063947
"ENSG00000006468",1.95481817323708,0,18.8562393915118,8.01497108296319,9.49880253197348
"ENSG00000006530",151.498408425873,155.653225604993,180.364028962287,200.37427707408,170.450734323746
"ENSG00000006534",3.42093180316488,5.03913320303933,4.09918247641561,16.0299421659264,0.527711251776304
"ENSG00000006555",0,0,0,0,0
"ENSG00000006576",39.0963634647415,30.7947029074626,16.3967299056624,8.01497108296319,43.272322645657
"ENSG00000006606",0,0,0,0,0
"ENSG00000006607",46.9156361576898,24.63576232597,41.8116612594392,32.0598843318528,29.0241188476967
"ENSG00000006611",7.8192726929483,3.91932582458614,6.55869196226497,0,0.527711251776304
"ENSG00000006625",248.261908001109,261.475022868818,236.932747136822,248.464103571859,363.065341222097
"ENSG00000006634",51.8026815907825,82.305842316309,53.2893721934029,48.0898264977791,79.684399018222
"ENSG00000006638",14.6611362992781,28.5550881505562,25.4149313537768,16.0299421659264,22.6915838263811
"ENSG00000006652",135.371158496668,91.2643013439345,89.3621779858602,64.1197686637055,159.368798036444
"ENSG00000006659",0,0,0,0,0
"ENSG00000006695",204.278499103274,136.056596482062,128.71432975945,152.284450576301,167.812178064865
"ENSG00000006704",27.3674544253191,32.4744139751423,33.613296306608,72.1347397466687,28.4964075959204
"ENSG00000006712",169.580476528316,132.137270657476,175.445009990588,144.269479493337,169.395311820194
"ENSG00000006715",82.5910678192665,60.4695984364719,78.7043035471796,72.1347397466687,125.067566670984
"ENSG00000006740",9.77409086618538,6.15894058149251,5.73885546698185,0,13.1927812944076
"ENSG00000006744",380.212134694611,341.541250428221,436.972851985904,432.808438480012,400.005128846439
"ENSG00000006747",16.1272499292059,8.95845902762547,9.01820144811433,0,13.1927812944076
"ENSG00000006756",1.95481817323708,0.559903689226592,2.45950948584936,0,7.91566877664457
"ENSG00000006757",54.2462043073289,40.8729693135412,58.2083911651016,48.0898264977791,45.9108789045385
"ENSG00000006788",0,0,0,0,0
"ENSG00000006831",92.3651586854518,97.9831456146536,68.8662656037822,56.1047975807423,75.9904202557878
"ENSG00000006837",0.977409086618538,2.79951844613296,0.819836495283121,0,1.58313375532891
"ENSG00000007001",0,0,0,0,0
"ENSG00000007038",0,0,0,0,0
"ENSG00000007047",10.7514999528039,20.1565328121573,19.6760758867949,8.01497108296319,9.49880253197348
"ENSG00000007062",0,0,0.819836495283121,0,0
"ENSG00000007080",1597.575152078,1452.39016985378,1781.50470425022,1747.26369608598,957.268210722216
"ENSG00000007129",0,0,0.819836495283121,0,0
"ENSG00000007168",400.737725513601,458.001217787352,468.126638806662,464.868322811865,391.561748818018
"ENSG00000007171",5.86445451971123,14.5574959198914,31.9736233160417,32.0598843318528,8.97109128019718
"ENSG00000007174",0,0.559903689226592,0,0,0
"ENSG00000007202",210.631658166295,234.599645785942,173.805337000022,136.254508410374,176.783269345062
"ENSG00000007216",0,0,0,0,0
"ENSG00000007237",4.39834088978342,19.5966291229307,4.91901897169873,0,0.527711251776304
"ENSG00000007255",139.769499386451,132.137270657476,100.839888919824,104.194624078521,70.7133077380248
"ENSG00000007264",89.9216359689055,79.5063238701761,88.5423414905771,72.1347397466687,43.8000338974333
"ENSG00000007306",0,0,0,0,0
"ENSG00000007312",4.88704543309269,1.67971106767978,3.27934598113248,0,2.11084500710522
"ENSG00000007314",19.5481817323708,11.1980737845318,19.6760758867949,16.0299421659264,8.44338002842087
"ENSG00000007341",63.531590630205,61.0295021256985,65.5869196226497,104.194624078521,60.686793954275
"ENSG00000007350",3.42093180316488,0.559903689226592,0,0,2.11084500710522
"ENSG00000007372",75.7492042129367,58.2299836795656,45.9108437358548,40.0748554148159,68.0747514791433
"ENSG00000007376",870.871496177117,770.987380065017,796.06123691991,737.377339632613,543.014878077817
"ENSG00000007384",8.79668177956684,7.2787479599457,15.5768934103793,8.01497108296319,9.49880253197348
"ENSG00000007392",170.069181071626,138.856114928195,213.157488773611,216.404219240006,183.643515618154
"ENSG00000007402",10.7514999528039,2.79951844613296,4.09918247641561,8.01497108296319,2.63855625888152
"ENSG00000007516",3.90963634647415,9.51836271685206,13.9372204198131,0,4.22169001421044
"ENSG00000007520",65.486408803442,79.5063238701761,50.0100262122704,72.1347397466687,31.6626751065783
"ENSG00000007541",242.886158024707,258.675504422685,328.754434608532,296.553930069638,258.578513370389
"ENSG00000007545",13.6837272126595,25.1956660151966,12.2975474292468,8.01497108296319,12.6650700426313
"ENSG00000007866",6.84186360632977,6.15894058149251,2.45950948584936,8.01497108296319,1.05542250355261
"ENSG00000007908",0,1.11980737845318,0,0,0
"ENSG00000007923",210.631658166295,179.169180552509,200.040104849082,160.299421659264,239.053197054666
"ENSG00000007933",0.488704543309269,0,0,0,0
"ENSG00000007944",17.1046590158244,14.5574959198914,27.054604344343,24.0449132488896,16.3590488050654
"ENSG00000007952",0,0,0,0,0
"ENSG00000007968",24.9239317087727,24.63576232597,13.9372204198131,24.0449132488896,12.137358790855
"ENSG00000008018",1307.28465335229,1056.53826157058,1527.35539071245,1562.91936117782,1564.66386151674
"ENSG00000008056",0.488704543309269,0,0,0,0.527711251776304
"ENSG00000008083",48.3817497876176,42.552680381221,17.2165664009455,0,49.0771464151963
"ENSG00000008086",5.37574997640196,4.47922951381274,3.27934598113248,0,21.6361613228285
"ENSG00000008118",0.488704543309269,1.11980737845318,0,0,0
"ENSG00000008128",53.2687952207103,66.6285390179645,62.3075736415172,64.1197686637055,54.8819701847357
"ENSG00000008130",94.8086814019982,69.987961153324,118.056455320769,136.254508410374,103.431405348156
"ENSG00000008196",0,0,0,0,0
"ENSG00000008197",0,0,0,0,0
"ENSG00000008226",21.5029999056078,17.9169180552509,14.7570569150962,32.0598843318528,11.0819362873024
"ENSG00000008256",32.743204401721,47.5918135842603,42.6314977547223,24.0449132488896,27.4409850923678
"ENSG00000008277",0,7.2787479599457,8.19836495283121,0,24.27471758171
"ENSG00000008282",133.90504486674,82.305842316309,83.6233225188783,128.239537327411,178.366403100391
"ENSG00000008283",43.9834088978342,58.2299836795656,26.2347678490599,24.0449132488896,20.5807388192759
"ENSG00000008294",164.693431095224,127.098137454436,168.886318028323,240.449132488896,191.559184394799
"ENSG00000008300",8.30797723625757,21.8362438798371,9.83803794339745,0,5.80482376953935
"ENSG00000008311",39.0963634647415,44.7922951381274,42.6314977547223,40.0748554148159,62.7976389613802
"ENSG00000008323",2.93222725985561,4.47922951381274,0,0,0
"ENSG00000008324",191.572180977233,178.049373174056,248.410458070786,184.344334908153,209.501366955193
"ENSG00000008382",13.1950226693503,17.9169180552509,13.9372204198131,32.0598843318528,4.74940126598674
"ENSG00000008394",93.3425677720704,94.0638197900675,136.912694712281,112.209595161485,137.204925461839
"ENSG00000008405",42.5172952679064,53.1908504765262,33.613296306608,48.0898264977791,95.5157365715111
"ENSG00000008438",0.488704543309269,0,0,0,0.527711251776304
"ENSG00000008441",4.88704543309269,19.5966291229307,9.01820144811433,16.0299421659264,1.05542250355261
"ENSG00000008513",39.5850680080508,27.9951844613296,22.1355853726443,24.0449132488896,28.4964075959204
"ENSG00000008516",3.42093180316488,7.2787479599457,2.45950948584936,0,1.58313375532891
"ENSG00000008517",4.39834088978342,1.11980737845318,6.55869196226497,0,2.63855625888152
"ENSG00000008710",81.6136587326479,52.6309467872996,52.4695356981197,72.1347397466687,41.689188890328
"ENSG00000008735",43.4947043545249,93.5039161008409,59.8480641556678,72.1347397466687,47.4940126598674
"ENSG00000008838",133.90504486674,183.088506377096,127.074656768884,136.254508410374,168.867600568417
"ENSG00000008853",25.9013407953913,28.5550881505562,17.2165664009455,16.0299421659264,8.44338002842087
"ENSG00000008869",197.436635496945,198.205905986214,209.058306297196,176.32936382519,147.759150497365
"ENSG00000008952",190.594771890615,139.975922306648,231.19389166984,336.628785484454,244.858020824205
"ENSG00000008988",466.712838860352,448.4828550705,482.883695721758,416.778496314086,504.491956698147
"ENSG00000009307",697.870087845636,536.947637968302,359.088384934007,320.598843318528,854.892227877613
"ENSG00000009335",32.2544998584118,43.6724877596742,27.054604344343,32.0598843318528,30.6072526030257
"ENSG00000009413",50.825272504164,71.1077685317772,47.550516726421,72.1347397466687,73.3518639969063
"ENSG00000009694",28.3448635119376,47.0319098950337,54.9290451839691,64.1197686637055,36.412076372565
"ENSG00000009709",0,1.67971106767978,0,0,0
"ENSG00000009724",0.977409086618538,0,0,0,2.11084500710522
"ENSG00000009765",5.86445451971123,9.51836271685206,5.73885546698185,16.0299421659264,4.22169001421044
"ENSG00000009780",37.1415452915044,50.9512357196199,27.054604344343,16.0299421659264,62.2699277096039
"ENSG00000009790",4.39834088978342,2.23961475690637,0,0,1.58313375532891
"ENSG00000009830",56.6897270238752,51.5111394088465,51.6496992028366,16.0299421659264,34.8289426172361
"ENSG00000009844",1505.69869793586,1495.50275392423,1945.47200330685,1795.35352258375,1321.91668569964
"ENSG00000009950",15.6385453858966,16.2372069875712,19.6760758867949,32.0598843318528,5.80482376953935
"ENSG00000009954",382.655657411158,354.978938969659,326.294925122682,288.538958986675,296.573723498283
"ENSG00000010017",9.77409086618538,22.3961475690637,11.4777109339637,24.0449132488896,14.2482037979602
